title,price,monthday,year,room,m2,location
ERGÜLSOLAK EMLAKTAN İSMETPAŞA CAD. 101 ÜSTÜ GÜNEYCEPHELİ 3+1....,27.000 TL,30 Kasım,2025,3+1,145,"Kutlubey
Hızırbey Mh."
ISPARTA SANAYİ MAHALLESİ'NDE KİRALIK DAİRE,33.000 TL,02 Aralık,2025,4+1,211,"Anadolu
Sanayi Mah."
ISPARTA LÜKS APARTLAR 2+1,14.000 TL,30 Kasım,2025,2+1,50,"Anadolu
Fatih Mah."
Isparta apart mükemmel konumda 1+1,9.000 TL,30 Kasım,2025,1+1,40,"Anadolu
Bahçelievler Mh."
MACRODAN MUZAFFER TÜRKEŞTE 3+1 KİRALIK DAİRE,24.000 TL,30 Kasım,2025,3+1,150,"Anadolu
Muzaffer Türkeş Mh."
ALPEREN GAYRİMENKUL'DEN IYAŞ MEVKİİNDE 2+1 KİRALIK DAİRE,23.000 TL,30 Kasım,2025,2+1,100,"Anadolu
Fatih Mah."
FATİH MAHALLESİNDE ÜNİ DURAKLARINA YAKIN KİRALIK BAHÇE KAT 1+1,8.000 TL,01 Aralık,2025,1+1,50,"Anadolu
Fatih Mah."
Faturalar Dahil İyaş'a İki Dakika,10.000 TL,01 Aralık,2025,Stüdyo (1+0),35,"Anadolu
Fatih Mah."
"SAHİBİNDEN 3+1 EŞYALI, DOĞALGAZLI DAİRE",12.000 TL,30 Kasım,2025,3+1,95,"Anadolu
Bahçelievler Mh."
PARLAİS EMLAKTAN KİRALIK 2+1 LÜX ŞEHİR HASTANESİNE YAKIN DAİRE,21.000 TL,01 Aralık,2025,2+1,90,"Kepeci
Davraz Mah."
ÇÜNÜR YENİ TOKİDE KIRALIK SIFIR AYARINDA 2+1 KİLERLİ DAİRE,17.000 TL,01 Aralık,2025,2+1,110,"Anadolu
Çünür Mh."
IYAŞPARK AVM KARŞISI 3+1 GENİŞ DAİRE,22.000 TL,01 Aralık,2025,3+1,170,"Anadolu
Fatih Mah."
,,,,,,
FATİH'DE HERŞEY DAHİL 1+1 APART,9.000 TL,01 Aralık,2025,1+1,45,"Anadolu
Fatih Mah."
Fatih mah kiralık bahce kat 2+0 apart,7.000 TL,29 Kasım,2025,2+0,38,"Anadolu
Fatih Mah."
"sahibinden 1+1 apart eşyalı , apart için arayın",7.400 TL,29 Kasım,2025,1+1,40,"Anadolu
Sanayi Mah."
DİNÇER GYD-YEDİŞEHİTLER MAH ARA KAT 1+0 YAKIT NET DAHİL 7000₺,7.000 TL,29 Kasım,2025,Stüdyo (1+0),38,"Anadolu
Yedişehitler Mh."
MODERNEVLER MAHALLESİ GİDERLER DAHİL 2+0 KİRALIK APART,11.000 TL,30 Kasım,2025,2+0,55,"Anadolu
Modern Evler Mah."
METRO 3 SİTESİNDE GÜNEY CEPHE KİRALIK 3+1 DAİREMİZ,17.500 TL,22 Kasım,2025,3+1,168,"Çelebiler
Vatan Mah."
GÜLİSTAN MAHALLESİ EVİVA LİFE SİTESİNDE KİRALIK LÜKS 4+1 DAİRE,30.000 TL,22 Kasım,2025,4+1,170,"Kutlubey
Gülistan Mh."
SAHİBİNDEN SIFIR DAİRE,30.000 TL,29 Kasım,2025,3+1,145,"Anadolu
Çünür Mh."
ISPARTA FATİH MAHALLESİNDE 1+1 APART DAİRE,10.000 TL,30 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
"Kiralık IYAS AVM Yakını, 2+1 Sıfır Eşyalı Apart",12.000 TL,29 Kasım,2025,2+1,55,"Anadolu
Bahçelievler Mh."
ISPARTA DEMİR KÖPRÜDE SİTE İÇİN DEKORE EDİLMİŞ ASANSÖRLÜ,17.500 TL,29 Kasım,2025,3+1,145,"Kepeci
Sermet Mah."
32 ARTIBİR EMLAKTAN ADLİYE CİVARI ARAKAT GÜVENLİKLİ 4+1 DAİRE,28.000 TL,01 Aralık,2025,4+1,202,"Anadolu
Fatih Mah."
ÇÜNÜR MAHALLESİNDE 1+1 APARTLAR,11.000 TL,29 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
SAHİBİNDEN- -3+1--ÖZEL ISPARTA HASTANESİ YANI--CADDE ÜZERİ DAİRE,20.000 TL,29 Kasım,2025,3+1,140,"Anadolu
Sanayi Mah."
ISPARTA MERKEZ FATİH MAH. 1+0 APART.,7.000 TL,01 Aralık,2025,Stüdyo (1+0),20,"Anadolu
Fatih Mah."
ÇÜNÜR YOLU SHELL ARKASI NEVAPART 'TA LÜKS SIFIR 1+1,17.000 TL,29 Kasım,2025,1+1,42,"Anadolu
Çünür Mh."
Sahibinden 2+1 full eşyalı kiralık apart çünür ana cadde üzeri,12.000 TL,29 Kasım,2025,2+1,45,"Anadolu
Çünür Mh."
1+0 Yakıt İnternet Dahil Apart Daire,8.000 TL,29 Kasım,2025,Stüdyo (1+0),30,"Çelebiler
Sülübey Mh."
Modernevlerde kiralik 1+0 2.kat bireysel kombili apart daire,7.000 TL,29 Kasım,2025,Stüdyo (1+0),25,"Anadolu
Modern Evler Mah."
SAHİBİNDEN SİTE İÇERİSİNDE 3+1 FERAH DAİRE,19.500 TL,29 Kasım,2025,3+1,185,"Kutlubey
Batıkent Mh."
AYAZMANADA HALIKENT MAH. ALTINDA SIFIR 1+1 KİRALIK DAİRE,12.000 TL,29 Kasım,2025,1+1,60,"Çelebiler
Ayazmana Mah."
Isparta Davraz Köy Garajı Yakını Kiralık 1+1 Daire,16.000 TL,29 Kasım,2025,1+1,60,"Kepeci
Davraz Mah."
Isparta Çünür Kavşakta SDÜ Yakını Kiralık 1+1 Apart Daire,14.000 TL,29 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
BEKA EMLAK'TAN YENİ ISIBU YANI 2+0 APART,10.000 TL,29 Kasım,2025,2+1,40,"Kutlubey
Hızırbey Mh."
PİRİMEHMET MAHALLESİNDE KİRALIK APART,11.000 TL,29 Kasım,2025,2+1,55,"Kutlubey
Pirimehmet Mah."
FATİH MAHALLESİNDE KİRALIK BAHÇE KAT 1+1 APART,8.000 TL,01 Aralık,2025,2+1,40,"Anadolu
Fatih Mah."
Hızırbey Mahallesi Kiralık Kiralık Geniş 4+1 Daire,27.000 TL,29 Kasım,2025,4+1,210,"Kutlubey
Hızırbey Mh."
ISPARTA MERKEZ MEYDAN AVMYE YAKIN 1+1 KİRALIK EŞYALI KIZ APARTI,9.000 TL,02 Aralık,2025,1+1,45,"Kutlubey
Bağlar Mh."
KULE 246' KİRALIK GİRİŞ KAT 2+1,18.000 TL,29 Kasım,2025,2+1,90,"Kepeci
Davraz Mah."
32 ARTIBİR EMLAK ÇÜNÜRDE LÜKS 1+1 APART DAİRE,16.000 TL,02 Aralık,2025,1+1,50,"Anadolu
Çünür Mh."
ISPARTA MERKEZ SÜLÜBEY MAHALLESİNDE ÇAY BOYUNDA KİRALIK DAİRE,27.500 TL,29 Kasım,2025,4+1,165,"Çelebiler
Sülübey Mh."
DİNÇER GYD-MODERNEVLER MAH B.KOMBİLİ ARA KAT 2ODA 1MUTFAK 11.000,11.000 TL,01 Aralık,2025,2+1,55,"Anadolu
Modern Evler Mah."
ÇARŞI MERKEZDE KİRALIK EŞYALI 75 m2 BALKONLU HERŞEY DAHİL APART,13.500 TL,29 Kasım,2025,2+1,75,"Kutlubey
Bağlar Mh."
"ÇÜNÜR'DE İSTANBUL YOLU ÜZERİNDE,EŞYA­LI,SIFIR,LÜKS DAİRE",16.000 TL,29 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
SAHİBİNDEN kiralık daire,20.000 TL,29 Kasım,2025,3+1,110,Kepeci
DİNÇER GYD-FATİH MAH ECZANE MEVKİ 2+1 DAİRELER 11.000₺,11.000 TL,29 Kasım,2025,2+1,58,"Anadolu
Fatih Mah."
ISPARTA PRİMEHMET MAHALLESİ'NDE KİRALIK DAİRE,19.000 TL,28 Kasım,2025,3+1,150,"Kutlubey
Pirimehmet Mah."
Hızırbey de yeni İSUBU karşısı site içi,20.000 TL,28 Kasım,2025,3+1,140,"Kutlubey
Hızırbey Mh."
Ana yola yakin esyalari iyi 2.kat 2+0 esyali apart,11.000 TL,30 Kasım,2025,2+0,46,"Anadolu
Bahçelievler Mh."
kiralık daire,23.500 TL,28 Kasım,2025,3+1,150,"Kutlubey
Batıkent Mh."
Kiralık 2+1 apart,15.000 TL,28 Kasım,2025,2+1,60,"Anadolu
Fatih Mah."
ÇARŞI MERKEZDE MUHTEŞEM KONUMDA KİRALIK DAİRE!!!,15.000 TL,28 Kasım,2025,2+1,100,"Çelebiler
Gazi Kemal Mah."
KİRALIK 1+0,7.500 TL,28 Kasım,2025,Stüdyo (1+0),30,"Kutlubey
Pirimehmet Mah."
Güneş Gayrimenkul 'den Çarşı Merkez'de Geniş 2+1 Eşyalı,12.000 TL,30 Kasım,2025,2+1,65,"Kutlubey
Pirimehmet Mah."
Fatih Mahallesinde Balkonlu Kiralık 2+1 Apart,14.500 TL,28 Kasım,2025,2+1,50,"Anadolu
Fatih Mah."
yedişehitlerde kiralık daire,13.250 TL,28 Kasım,2025,2+1,125,"Anadolu
Yedişehitler Mh."
DAVRAZ MH. ŞAFAK SİTESİ ÇEVRE YOLU ÜZERİ 3+1 KİRALIK DAİRE,17.000 TL,28 Kasım,2025,3+1,130,"Kepeci
Davraz Mah."
KİRALIK 2+1 SIFIR DAİRE ŞEHİR HASTANESİNE YÜRÜME MESAFESİNDE,25.500 TL,28 Kasım,2025,2+1,100,"Kepeci
Davraz Mah."
ŞEHİR HASTANESİNE MALİYEYE ÇOK YAKIN KİRALIK 2+1 STÜDYO DAİRE,16.000 TL,28 Kasım,2025,2+1,65,"Kepeci
İstiklal Mh."
Hızırbey Mahallesi 4+1 Kiralık Daire,35.000 TL,28 Kasım,2025,4+1,200,"Kutlubey
Hızırbey Mh."
ŞEHİR MERKEZİNDE 3+1 BAKIMLI KİRALIK DAİRE,20.000 TL,28 Kasım,2025,3+1,145,"Çelebiler
İskender Mh."
SAHİBİNDEN KIZ ÖĞRENCİYE FULL EŞYALI KİRALIK DAİRE,9.500 TL,28 Kasım,2025,1+1,55,"Anadolu
Modern Evler Mah."
HAN EMLAKTAN BOCUZADE KARSISINDA SIFIR 1+1 LUKS REZIDANS DAIRE,22.000 TL,28 Kasım,2025,1+1,55,"Anadolu
Bahçelievler Mh."
ÇÜNÜRDE ANA CADDE ÜZERİ SIFIR EŞYALI 1+1 KİRALIK DAİRE,16.000 TL,28 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
Meydan AVM Karşısında Kiralık 2+1 Eşyalı Klimalı Geniş Daire,20.000 TL,28 Kasım,2025,2+1,105,"Kutlubey
Pirimehmet Mah."
YAYLA MAH. KİRALIK 2+1 DAİRE/OFİS,15.000 TL,28 Kasım,2025,2+1,120,"Tokmacık
Yayla Mah."
ISPARTA DAVRAZ MAHALLESİNDE 2+1 KİRALIK DAİRE,17.500 TL,28 Kasım,2025,2+1,100,"Kepeci
Davraz Mah."
ISPARTA MERKEZ MEYDAN AVMYE YAKIN 1+0 KİRALIK EŞYALI KIZ APARTI,8.000 TL,02 Aralık,2025,Stüdyo (1+0),45,"Kutlubey
Bağlar Mh."
ŞEHRİN EN GÜZEL SİTELERİNDEN BİRİ OLAN METRO CİTY DE 4+1 DAİRE,30.000 TL,28 Kasım,2025,4+1,195,"Anadolu
Fatih Mah."
"ISPARTA MERKEZ, BAHÇELİEVLER MH. 2+1, 100 M2, KİRALIK DAİRE",10.000 TL,27 Kasım,2025,2+1,100,"Anadolu
Bahçelievler Mh."
TEMİZ FERAH ARA KAT ÖN CEPHE KİRALIK DAİRE,19.000 TL,01 Aralık,2025,3+1,140,"Anadolu
Çünür Mh."
ÇÜNÜR DE GENİŞ KİRALIK 1+1 APART,12.000 TL,27 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
Sahibinden bahçeli evlerde kiralık daire,8.000 TL,27 Kasım,2025,3+1,110,"Anadolu
Bahçelievler Mh."
Özkanlarda kiralık 1+1çatı kat balkonlu,7.000 TL,28 Kasım,2025,1+1,45,"Anadolu
Bahçelievler Mh."
YEDİŞEHİTLERDE 3+1 DAİRE,10.000 TL,27 Kasım,2025,3+1,120,"Anadolu
Yedişehitler Mh."
IYAŞ AVMYE YÜRÜME MESAFESİ KİRALI APART,11.500 TL,27 Kasım,2025,1+1,55,"Anadolu
Yedişehitler Mh."
MEYDAN AVM YAKINI 3+1 ARA KAT GÜNEY CEPHELİ DAİRE,15.000 TL,27 Kasım,2025,3+1,145,"Kutlubey
Pirimehmet Mah."
ÖZKANLARDA 2+1 KAPALI BALKONLU EŞYALI APART,11.000 TL,27 Kasım,2025,2+1,50,"Anadolu
Bahçelievler Mh."
ISPARTA HALIKENT'TE SİTE İÇİNDE 3+1 KİRALIK DAİRE,13.000 TL,27 Kasım,2025,3+1,125,"Çelebiler
Halıkent Mh."
MEYDAN AVM YANI LÜKS 1+1 EŞYALI KİRALIK DAİRE,13.000 TL,20 Kasım,2025,1+1,50,"Kutlubey
Bağlar Mh."
PİRİMEHMET MAHALLESİNDE SİTE İÇERİSİNDE KİRALIK 3+1 GENİŞ DAİRE,19.000 TL,27 Kasım,2025,3+1,160,"Kutlubey
Pirimehmet Mah."
YÜCEER GAYRİMENKUL'DEN SERMET MAHALLESİNDE KİRALIK 2+1 DAİRE,13.000 TL,27 Kasım,2025,2+1,120,"Kepeci
Sermet Mah."
Dr. Baridas'tan Kiralık Sıfır 2+1 Arakat Daire,16.000 TL,27 Kasım,2025,2+1,65,"Anadolu
Çünür Mh."
ATALAR EMLAK'TAN PİRİMEHMET'DE 1+1 KİRALIK DAİRE,11.000 TL,27 Kasım,2025,1+1,40,"Kutlubey
Pirimehmet Mah."
ISPARTA MERKEZ KURTULUŞ MAHALLESİNDE KİRALIK BAKIMLI DAİRE,26.000 TL,27 Kasım,2025,3+1,155,"Çelebiler
Kurtuluş Mh."
TURAN MAHALLESİNDE 1+1 KİRALIK APART,15.000 TL,27 Kasım,2025,1+1,40,"Çelebiler
Turan Mah."
MUZAFFER TÜRKEŞ MAH SÖYLEYİCİLER DE 4+1 KİRALIK DAİRE,34.000 TL,27 Kasım,2025,4+1,185,"Anadolu
Muzaffer Türkeş Mh."
ISPARTA MERKEZ BATIKENT MAHALLESİNDE KİRALIK DAİRE,14.750 TL,27 Kasım,2025,3+1,120,"Kutlubey
Batıkent Mh."
GÜLİSTANDA KİRALIK DOĞALGAZLI 2 ODA 1 MUTFAK 60 m2 DAİRE,5.000 TL,27 Kasım,2025,2+0,60,"Kutlubey
Gülistan Mh."
32/ARTIBİR EMLAK'TAN YENİ OTOGAR KARŞISI BALKONLU APART DAİRE,13.000 TL,01 Aralık,2025,2+1,65,"Anadolu
Çünür Mh."
İyaş avm'ye yürüme mesafesinde kiralık 50m2 apart,12.000 TL,27 Kasım,2025,2+1,60,"Anadolu
Bahçelievler Mh."
"ISPARTA MERKEZ YEDİŞEHİTLER MH.1+0, 35M2,YAKIT DHL.KİRALIK APART",6.500 TL,27 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Yedişehitler Mh."
ISPARTA ÇÜNÜR MAHALLESİ KİRALIK 2+1 APART,12.000 TL,27 Kasım,2025,2+1,45,"Anadolu
Çünür Mh."
Isparta Modernevler Çevreyolu Üzeri Kiralık 3+1 Daire,16.500 TL,27 Kasım,2025,3+1,150,"Anadolu
Modern Evler Mah."
MERKEZİ KONUMDA KİRALIK 3+1 DAİRE ÇÜNÜR,22.750 TL,27 Kasım,2025,3+1,150,"Anadolu
Çünür Mh."
// FATİH MAHALLESİNDE AYRI MUTFAKLI 1+0 DAİRE //,8.000 TL,27 Kasım,2025,1+1,35,"Anadolu
Fatih Mah."
AVM YE 1 DAKİKA MESAFEDE 1+1 BİREYSEL KOMBİLİ APART,10.000 TL,27 Kasım,2025,1+1,45,"Anadolu
Bahçelievler Mh."
KAYA EMLAKTAN ÇÜNÜR MAHALLESİNDE KİRALIK 2+1 APART,15.000 TL,27 Kasım,2025,2+1,55,"Anadolu
Çünür Mh."
ÇARŞININ GÖBEĞİNDE 3+1 KİRALIK DAİRE,12.000 TL,27 Kasım,2025,3+1,120,"Kutlubey
Pirimehmet Mah."
ERGÜLSOLAK EMLAKTAN MEYDAN AVM KARŞISI KİRALIK DAİRE 2+1..100m2.,10.000 TL,27 Kasım,2025,2+1,110,"Tokmacık
Yayla Mah."
VATAN MAH KİRALIK 2+1 GENİŞ DAİRE,16.500 TL,27 Kasım,2025,2+1,125,"Çelebiler
Vatan Mah."
PARS YAPI EMLAKTAN OTOGARA ÇOK YAKIN 1+1 EŞYALI APART DAİRE,12.500 TL,29 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
ISPARTA MERKEZ MEYDAN AVM'YE YAKIN HERŞEY DAHİL EŞYALI KİRALIK,12.500 TL,29 Kasım,2025,1+1,55,"Kutlubey
Hızırbey Mh."
DAVRAZ MAHALLESİNDE 2+1 KİRALIK BAHÇE KATI,11.000 TL,27 Kasım,2025,2+1,110,"Kepeci
Davraz Mah."
32 ARTIBİR EMLAKTAN MODERNEVLERDE 1 +0 YAKIT İNTERNET AİDAT KİRA,8.000 TL,27 Kasım,2025,Stüdyo (1+0),33,"Anadolu
Modern Evler Mah."
ANADOLU MAHALLESİNDE BULAŞIK MAKİNELİ 2+1 KİRALIK APART,12.500 TL,27 Kasım,2025,2+1,60,Anadolu
ÇÜNÜR MAH. PARS YAŞAMDA EŞYALI LÜKS APART ISINMA İNTERNET DAHİL,14.000 TL,27 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
IYAŞA SADECE 3 DK 1+1 KİRALIK LÜX APART HERŞEY DAHİL,11.500 TL,27 Kasım,2025,1+1,42,"Anadolu
Modern Evler Mah."
LİDER EMLAK Fatih mah geniş 1+1 yakıt internet dahil 10.000₺,10.000 TL,27 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
FATİH MAHALLES'İNDE KİRALIK 3+1 DAİRE,20.000 TL,29 Kasım,2025,3+1,150,"Anadolu
Fatih Mah."
HIZIRBEY MAHALLESİ'NDE 1+1 KİRALIK DAİRE,12.000 TL,27 Kasım,2025,1+1,45,"Kutlubey
Hızırbey Mh."
"Çünür Mahallesinde, 1 + 1 LÜKS, GENİŞ, FERAH Apart Dairesi",13.000 TL,27 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
ÇAYBOYU'NDA KİRALIK 3+1 DAİRE,22.000 TL,27 Kasım,2025,3+1,160,"Çelebiler
Turan Mah."
MUZAFFER TÜRKEŞ TE KİRALIK LÜKS 3+1 DAİRE,21.000 TL,27 Kasım,2025,3+1,145,"Anadolu
Muzaffer Türkeş Mh."
OKÇU EMLAKTAN YEDİŞEHİTLERDE KİRALIK,10.000 TL,26 Kasım,2025,3+1,130,"Anadolu
Yedişehitler Mh."
KİRALIK APART,11.000 TL,26 Kasım,2025,1+1,55,"Kutlubey
Pirimehmet Mah."
ÇAYBOYUNDA 3+1 FULL EŞYALI AİLEYE UYGUN KİRALIK DAİRE,27.500 TL,26 Kasım,2025,3+1,140,"Çelebiler
Kurtuluş Mh."
2+1 ıyaş ve otobüs duraklarına yürüme mesafesinde temiz apart,13.200 TL,26 Kasım,2025,2+1,37,"Anadolu
Bahçelievler Mh."
ADLİYEYE 30 ADIM KİRALIK BALKONLU 2+1 APART 13.500₺,13.500 TL,26 Kasım,2025,2+1,55,"Anadolu
Fatih Mah."
Çünürde 1+1 lüx Apart doğal gazlı,12.000 TL,26 Kasım,2025,1+1,40,"Anadolu
Çünür Mh."
SAHİBİNDEN ÇARŞI MERKEZ ISI+SU+ELEKTRİK KOTALI 1+1 APART,10.000 TL,26 Kasım,2025,1+1,30,"Kutlubey
Pirimehmet Mah."
Sahibinden çünür yenişehirde 3+1 kiralık daire,22.500 TL,26 Kasım,2025,3+1,150,"Anadolu
Çünür Mh."
,,,,,,
Çünür'de Herşey Dahil Kiralık 1+1 Temiz Eşyalı Geniş Apart,15.000 TL,26 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
MNS GAYRİMENKULDEN KİRALIK FATİH MAH 2+1 DAİRE,7.500 TL,26 Kasım,2025,2+1,90,"Anadolu
Fatih Mah."
SAHİBİNDEN GENİŞ 1+0 HANEDAN ARKASI,9.000 TL,26 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Fatih Mah."
ADLİYEYE YAKIN 2+0 EŞYALI ÇATI KATI APART,9.000 TL,29 Kasım,2025,2+0,45,"Anadolu
Fatih Mah."
Kiralık 2+1 Eşyalı Apart,14.000 TL,26 Kasım,2025,2+1,55,"Anadolu
Zafer Mah."
Dr. Baridas'tan Eşyasız Kiralık 2+1,14.000 TL,27 Kasım,2025,2+1,65,"Anadolu
Çünür Mh."
ISPARTA MERKEZ ÇELEBİLER MAHALLESİNDE KİRALIK BALKONLU APART,7.500 TL,27 Kasım,2025,2+0,48,"Kutlubey
Pirimehmet Mah."
Modern evler sağlık parkı yanı bahçe kat,9.000 TL,27 Kasım,2025,2+1,50,"Anadolu
Modern Evler Mah."
ANADOLU MAHALLESİNDE KİRALIK DAİRE,12.500 TL,26 Kasım,2025,2+1,120,Anadolu
"ÇARŞI MERKEZDE GÜVENLİ, EŞYALI, TEMİZ 1+0 KİRALIK KIZ APARTI",5.500 TL,28 Kasım,2025,Stüdyo (1+0),35,"Kutlubey
Pirimehmet Mah."
Alara apartta temiz genis,10.000 TL,26 Kasım,2025,1+1,40,"Anadolu
Yedişehitler Mh."
AYD PLUS'TAN FATİHTE KİRALIK APART,12.500 TL,26 Kasım,2025,1+1,45,"Anadolu
Fatih Mah."
Triplex bahçeli,14.000 TL,26 Kasım,2025,4+1,250,"Kutlubey
Binbirevler Mah."
ÇAY BOYUNDA KİRALIK SIFIR YAPILI SÜPER MANZARALI 2+1 DAİRE,18.250 TL,26 Kasım,2025,2+1,110,"Çelebiler
Hisar Mah."
ISPARTA MERKEZ ÇÜNÜRDE 1+1 KİRALIK ESYALI APART,8.500 TL,27 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
ISUBÜ'YE YAKIN MERKEZDE KİRALIK ARA KAT 3+1 DAİRE,23.000 TL,26 Kasım,2025,3+1,140,"Tokmacık
Yayla Mah."
DİNÇER GYD-IŞIKKENT GÜNEY-DOĞU-BATI CEPHE CAM BALKON 3+1 17.000₺,17.000 TL,26 Kasım,2025,3+1,145,"Kutlubey
Işıkkent Mh."
ISPARTA MERKEZ VATAN MAHALLESİ MELTEM SİTESİNDE KİRALIK DAİRE,15.500 TL,26 Kasım,2025,2+1,100,"Çelebiler
Vatan Mah."
3+1 KİRALIK DAİRE,21.000 TL,26 Kasım,2025,3+1,140,"Anadolu
Mehmet Tönge Mh."
VATAN MAH OKTAY PETROL KARŞISI SIFIR 3+1 KİRALIK DAİRE,20.000 TL,26 Kasım,2025,3+1,140,"Çelebiler
Vatan Mah."
ÇÜNÜR MAHALLESİNDE KİRALIK EŞYALI FERAH 1+1 APART DAİRE,14.000 TL,26 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
DAVRAZ MAHALLESİ SİTE İÇİ ARAKAT 3+1 150 M2 KİRALIK DAİRE,18.000 TL,20 Kasım,2025,3+1,150,"Kepeci
Davraz Mah."
ELİT'TEN M.GÖZÜTOK OKUL YAKINI KİRALIK 3+1 DAİRE;,19.500 TL,28 Kasım,2025,3+1,145,"Kepeci
Karaağaç Mh."
Deregümü Yeni Yolda Kiralık Arakat 3+1 Yeni Daire,20.000 TL,26 Kasım,2025,3+1,130,"Anadolu
Zafer Mah."
YÜCEER GAYRİMENKUL BATIKENT MAHALLESİ SİTE İÇERİSİNDE 3+1 DAİRE,16.000 TL,26 Kasım,2025,3+1,130,"Kutlubey
Batıkent Mh."
ADARLAR SİTESİN LÜKS 3+1 KİRALIK DAİRE,32.000 TL,19 Kasım,2025,3+1,165,"Anadolu
Modern Evler Mah."
MODERNEVLERDE KİRALIK 2+1 APART,15.000 TL,26 Kasım,2025,2+1,50,"Anadolu
Modern Evler Mah."
SAHİBİNDEN ADLIYEYE YAKINI YENI ÖĞRENCİ APARTI HERŞEY DAHİL,11.000 TL,26 Kasım,2025,2+1,45,"Anadolu
Fatih Mah."
ÇARŞI MERKEZDE KİRALIK 1+1 EŞYALI APART DAİRE,12.500 TL,25 Kasım,2025,1+1,55,"Çelebiler
İskender Mh."
Sahibinden Merkezde 2+1 Daire Yeni Tadilatlı,14.000 TL,25 Kasım,2025,2+1,80,"Çelebiler
Gazi Kemal Mah."
"Eşyasız, Merkezi Konumda, Sahibinden Kiralık Geniş 3+1",22.000 TL,25 Kasım,2025,3+1,140,"Anadolu
Bahçelievler Mh."
AYAZMANADA KİRALIK BAKIMLI DAİRE,21.000 TL,25 Kasım,2025,3+1,140,"Çelebiler
Ayazmana Mah."
1002 TOKİ KİRALIK 3+1,20.000 TL,25 Kasım,2025,3+1,119,"Anadolu
Çünür Mh."
ISPARTA KURTULUŞ MAHALLESİ'NDE KİRALIK EŞYALI DAİRE,12.500 TL,25 Kasım,2025,2+1,90,"Çelebiler
Kurtuluş Mh."
SİM YAPI RESİDANS LÜX 1+1,14.000 TL,25 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
Sahibinden Kiralık 3+1 Daire,14.500 TL,25 Kasım,2025,3+1,140,"Çelebiler
Halıkent Mh."
MERKEZİ KONUMDA KİRALIK 3+1 DAİRE,23.000 TL,26 Kasım,2025,3+1,150,"Anadolu
Çünür Mh."
Sav yolunda Isparta manzaralı kiralık daire,20.000 TL,25 Kasım,2025,3+1,130,"Çelebiler
Vatan Mah."
İSTİKLAL MAHALLESİ KİRALIK ASANSÖRLÜ 3 BALKONLU ARAKAT 3+1 DAİRE,17.500 TL,25 Kasım,2025,3+1,140,"Kepeci
İstiklal Mh."
"SAHİBİNDEN, ÖĞRENCİYE KİRALIK DAİRE TAM EŞYALI, HERŞEY DAHİL",12.000 TL,25 Kasım,2025,2+1,44,"Anadolu
Fatih Mah."
KİRALIK 1+1 APART,8.000 TL,26 Kasım,2025,1+1,35,"Anadolu
Bahçelievler Mh."
TEKİN EMLAKTAN KİRALIK,25.000 TL,25 Kasım,2025,3+1,150,"Çelebiler
Çelebiler Mh."
Kiralık Yedişehitler Mah. 1+0 Eşyalı Apart,7.250 TL,27 Kasım,2025,Stüdyo (1+0),25,"Anadolu
Yedişehitler Mh."
MODEREVLER MAHALLESİ YILDIRIM ŞEKERLEME ALTINDA 2+1 EŞYALI APART,11.500 TL,25 Kasım,2025,2+1,65,"Anadolu
Fatih Mah."
SAHİBİNDEN SDÜ OTOBÜS DURAĞI KARŞISI 1+0 LÜX DAİRE,10.000 TL,25 Kasım,2025,Stüdyo (1+0),30,Kutlubey
ISPARTA HİSAR MAHALLESİ'NDE 2+1 KİRALIK DAİRE,10.000 TL,25 Kasım,2025,2+1,80,"Çelebiler
Hisar Mah."
ISPARTA SERMET MAHALLESİNDE 2+1 KİRALIK APART,15.000 TL,25 Kasım,2025,2+1,55,"Kepeci
Sermet Mah."
ISPARTA MERKEZ ÇÜNÜRDE 1+1 KİRALIK ESYALI APART,8.500 TL,27 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
MAK EMLAKTAN KİRALIK DEREGÜMEDE LÜX DAİRE,20.000 TL,25 Kasım,2025,3+1,150,"Köyler
Deregümü Köyü"
KULE246'DA KİRALIK LÜX SIFIR 4+1 DAİRE,40.000 TL,26 Kasım,2025,4+1,185,"Kepeci
Davraz Mah."
SÖYLEYİCİLER VENÜSTE KİRALIK 3+1 YENİ DAİRE,26.000 TL,25 Kasım,2025,3+1,145,"Anadolu
Muzaffer Türkeş Mh."
